c file generated by rmnkGenerator.R with seed  0 the 01/16/2024 20:06:45 
0.76825  0.9649668  
0.7332573  0.3931709  
0.05857639  0.6915889  
0.5713544  0.6904817  
0.4304231  0.8903988  
0.3798874  0.1380033  
0.0007770115  0.3550172  
0.3027784  0.6147767  
0.07622723  0.3379551  
0.06221835  0.573297  
0.1669355  0.400963  
0.6025005  0.1686997  
0.2070177  0.05258214  
0.1258529  0.7946076  
0.633218  0.5432848  
0.7346797  0.7766699  
0.8411646  0.01054815  
0.4145735  0.8563459  
0.4595785  0.6342957  
0.45627  0.3246644  
0.04859239  0.7046555  
0.4394844  0.6101365  
0.7475842  0.7361521  
0.3982943  0.7018149  
0.2419448  0.5658392  
0.6996767  0.5569217  
0.1243898  0.2722306  
0.5001394  0.6759957  
0.2181226  0.2966598  
0.3329155  0.9053497  
0.04251785  0.5425509  
0.1788332  0.9257361  
0.4685564  0.3632352  
0.6043984  0.4195763  
0.6188643  0.8004763  
0.09583498  0.8716635  
0.409003  0.1283666  
0.1726955  0.7995084  
0.9035773  0.8639953  
0.002208714  0.3297416  
0.9907762  0.7595422  
0.08346145  0.2575844  
0.4583242  0.2979536  
0.09359904  0.4297405  
0.1780012  0.2426569  
0.1631868  0.9299194  
0.38083  0.4823612  
0.8235821  0.3352981  
0.08851409  0.05061377  
0.1644925  0.5260166  
0.7723977  0.2180782  
0.08132168  0.3386039  
0.7128429  0.3600995  
0.3623719  0.04635811  
0.2396285  0.6763672  
0.4195018  0.5803738  
0.02080351  0.6560992  
0.1322712  0.1944914  
0.8982313  0.030555  
0.5912882  0.9736903  
0.02289096  0.9197699  
0.802865  0.320667  
0.9743066  0.07333543  
0.7000069  0.423058  
0.8706402  0.4788741  
0.9543449  0.01850593  
0.7243019  0.384307  
0.8524956  0.5282913  
0.6366732  0.9535565  
0.3709406  0.1320172  
0.6182353  0.9918686  
0.05834254  0.8952835  
0.3731342  0.4721785  
0.6345419  0.351655  
0.4187434  0.6530458  
0.7141614  0.897164  
0.02187219  0.9237961  
0.1960893  0.5698414  
0.3179694  0.2148275  
0.4092144  0.8634999  
0.5463588  0.8509455  
0.4299857  0.2745611  
0.7875579  0.1438558  
0.06191905  0.4461266  
0.0544699  0.6353251  
0.3935732  0.4069694  
0.5283488  0.1469391  
0.7313484  0.1967035  
0.5755319  0.792541  
0.0947295  0.7517203  
0.9316477  0.6299516  
0.3125293  0.2540048  
0.1946382  0.4353032  
0.2148253  0.1291554  
0.5041546  0.8141769  
0.5932785  0.03633969  
0.7290794  0.4017183  
0.3685014  0.4033244  
0.9149184  0.260251  
0.3256463  0.9930873  
0.796047  0.986528  
0.3145929  0.3023854  
0.02111862  0.6712596  
0.7691164  0.6285839  
0.7969651  0.6722915  
0.9275127  0.6877382  
0.8166454  0.2505363  
0.08559395  0.0151007  
0.9254884  0.3266581  
0.2534884  0.7484413  
0.2753393  0.2802598  
0.03907297  0.6269694  
0.03590228  0.2159815  
0.9362733  0.5862459  
0.235564  0.6831977  
0.7131952  0.527885  
0.02179754  0.1489464  
0.8192712  0.8782764  
0.0945363  0.4708335  
0.9125697  0.09938261  
0.1117178  0.245476  
0.1450864  0.5362746  
0.101829  0.1997004  
0.08270452  0.03297121  
0.36964  0.150905  
0.4988841  0.4544767  
0.194311  0.5262071  
0.4896628  0.9288979  
0.8444714  0.2447625  
0.3806829  0.1826599  
0.910685  0.2391599  
0.02238011  0.8325555  
0.2169466  0.1879071  
0.771052  0.4407884  
0.1307135  0.980657  
0.01034478  0.09738549  
0.8553225  0.198539  
0.00561471  0.3187623  
0.4127274  0.05208858  
0.6941018  0.5722586  
0.9241669  0.01809226  
0.859915  0.3409775  
0.1788243  0.1863341  
0.1408106  0.231853  
0.6044211  0.8671695  
0.1299127  0.7525545  
0.4942542  0.9601033  
0.4653819  0.8453132  
0.0286516  0.5557073  
0.9028482  0.2593794  
0.9643945  0.5844167  
0.4613179  0.6085398  
0.09776615  0.3827998  
0.7202322  0.0674073  
0.9777622  0.7647429  
0.04245289  0.2040313  
0.5799705  0.1021611  
0.8320061  0.5134312  
0.05378758  0.3379823  
0.9666764  0.8287022  
0.8110808  0.3362535  
0.5259837  0.868071  
0.1743707  0.6138831  
0.6751183  0.5794467  
0.01239532  0.4105134  
0.2929923  0.8836001  
0.9535717  0.3241477  
0.3728287  0.2539486  
0.6075109  0.5829675  
0.5045904  0.5797523  
0.1232112  0.9771867  
0.7047159  0.4772422  
0.07944719  0.7891687  
0.5313575  0.4824039  
0.4603538  0.9375498  
0.1039803  0.7145788  
0.5781141  0.7418581  
0.2578577  0.6125323  
0.1418165  0.1801932  
0.01284052  0.2711811  
0.7843373  0.7114582  
0.3766998  0.1504681  
0.69751  0.8906183  
0.8223515  0.09813411  
0.01340412  0.1180843  
0.5071722  0.1262543  
0.644099  0.5367687  
0.4964115  0.8630542  
0.4955733  0.05909329  
0.4107653  0.3424817  
0.5525029  0.5292904  
0.3543386  0.05642579  
0.940794  0.3980863  
0.1596564  0.4216226  
0.4788886  0.8505323  
0.1940216  0.7477123  
0.3821923  0.09516487  
0.5614124  0.1271421  
0.04224526  0.2270418  
0.032189  0.01725596  
0.9442313  0.1210399  
0.4325149  0.7891679  
0.4184582  0.3415946  
0.2606453  0.7744019  
0.01185165  0.7871715  
0.1147252  0.2239059  
0.739385  0.322344  
0.2708081  0.9715694  
0.5741383  0.3636828  
0.1761526  0.5866091  
0.3330876  0.873886  
0.6535038  0.4508375  
0.1344534  0.5585891  
0.8437634  0.1073091  
0.670787  0.977478  
0.5862097  0.2200633  
0.748058  0.1192212  
0.7427733  0.2844474  
0.1351829  0.960355  
0.9491989  0.03791846  
0.6523343  0.4169248  
0.2099074  0.1085932  
0.107295  0.1513924  
0.8061394  0.5107245  
0.8796966  0.6829778  
0.7437562  0.9525185  
0.1429594  0.3462935  
0.2746877  0.6687047  
0.9461708  0.002821191  
0.5790601  0.5568857  
0.1578283  0.950326  
0.2275557  0.6939464  
0.4478547  0.4631887  
0.2040874  0.4391008  
0.2706624  0.2795489  
0.1431986  0.6829252  
0.7947207  0.6699789  
0.4892111  0.9313862  
0.1903151  0.01702166  
0.4312701  0.508741  
0.9128425  0.2764026  
0.3367974  0.3905181  
0.1523416  0.3859357  
0.9719714  0.2329801  
0.361688  0.6154459  
0.1916404  0.2366159  
0.1572678  0.05877355  
0.3155605  0.8610126  
0.1880717  0.3967623  
0.8929418  0.4206555  
0.283971  0.4823144  
0.7288598  0.1241789  
0.3466975  0.7312367  
0.5966387  0.6283556  
0.3120382  0.08576188  
0.5357931  0.6091577  
0.6842196  0.3989047  
0.9541618  0.7945677  
0.6909644  0.4050144  
0.268108  0.6085804  
0.2848399  0.9101575  
0.7062637  0.9642003  
0.6493795  0.1407718  
0.1164052  0.4540667  
0.1108166  0.0856974  
0.6240087  0.6835156  
0.9094949  0.6202255  
0.7766576  0.2844997  
0.9892071  0.1676721  
0.665063  0.9909104  
0.07975074  0.4925386  
0.9287986  0.617039  
0.3185697  0.196378  
0.3286559  0.9341721  
0.7240955  0.8885809  
0.9639189  0.5465689  
0.4052909  0.5370498  
0.3176899  0.8032339  
0.2454828  0.4006469  
0.8558001  0.441127  
0.7038847  0.03088869  
0.9025708  0.6771844  
0.9380824  0.9975382  
0.7391717  0.6253325  
0.255473  0.1083096  
0.1772387  0.8001914  
0.203402  0.7246877  
0.004910349  0.6429027  
0.3408254  0.537109  
0.2165626  0.7241187  
0.9700268  0.3203244  
0.2185712  0.05449391  
0.3978087  0.7154538  
0.8225273  0.6014551  
0.6854948  0.8605491  
0.3069331  0.1114219  
0.7549836  0.0629398  
0.0529858  0.04925588  
0.02716653  0.7841393  
0.02507787  0.8551084  
0.1467234  0.2300553  
0.3131037  0.4447834  
0.01834786  0.07782189  
0.07581005  0.8074548  
0.8685655  0.0520824  
0.3681522  0.5569195  
0.4565151  0.7612966  
0.3443071  0.477882  
0.4419733  0.5682078  
0.6508792  0.261379  
0.2433209  0.2537579  
0.6795415  0.5313889  
0.4181085  0.4794952  
0.340462  0.3971333  
0.9151818  0.9413571  
0.239942  0.3549408  
0.08647351  0.9592409  
0.693294  0.1359153  
0.9107935  0.806845  
0.9642458  0.7036019  
0.02960312  0.08162442  
0.8179319  0.9326815  
0.929318  0.1070394  
0.9021343  0.1522837  
0.878193  0.2861522  
0.1249781  0.1416284  
0.7253039  0.3602844  
0.2519615  0.281182  
0.5042292  0.4635016  
0.2780984  0.3590943  
0.3243726  0.007259719  
0.257785  0.3374981  
0.5635916  0.3565427  
0.04541406  0.2866336  
0.4580495  0.08230133  
0.6567676  0.263551  
0.7208136  0.9464028  
0.6193228  0.4054226  
0.5308272  0.2758287  
0.3179822  0.4355092  
0.5141339  0.003435693  
0.216244  0.1129126  
0.4866398  0.7276469  
0.4462542  0.6105437  
0.7241098  0.324026  
0.3922375  0.5068345  
0.3761076  0.9863148  
0.8608794  0.01283631  
0.5333296  0.7740809  
0.6134827  0.7263658  
0.5400727  0.7339548  
0.2441457  0.8183862  
0.390652  0.4414718  
0.7751987  0.8359353  
0.2942412  0.6744154  
0.1803634  0.8289767  
0.1670728  0.1126932  
0.5954634  0.6829871  
0.8718016  0.8972597  
0.9896119  0.5424656  
0.1223934  0.1561521  
0.9022258  0.8807795  
0.4529616  0.03301441  
0.6980437  0.1127144  
0.5307523  0.2199717  
0.8288528  0.3631397  
0.5792022  0.9536393  
0.5651132  0.01099167  
0.1580179  0.4981033  
0.3410156  0.4193898  
0.4538951  0.7579937  
0.6421731  0.618448  
0.08055751  0.04812483  
0.9541458  0.3115981  
0.230017  0.359491  
0.4953167  0.9524562  
0.2108046  0.826737  
0.3765357  0.9476846  
0.258255  0.8135665  
0.8340395  0.2977042  
0.9576443  0.8462503  
0.2488654  0.8676358  
0.2869101  0.5775371  
0.7881493  0.9112625  
0.5307255  0.5540489  
0.2492679  0.9399618  
0.2896032  0.4447659  
0.9544509  0.4519722  
0.2401936  0.7740581  
0.7539559  0.6297865  
0.3198473  0.05453966  
0.913297  0.219813  
0.2365095  0.1307512  
0.5919118  0.6520403  
0.9345083  0.1310631  
0.2512755  0.4734761  
0.6675625  0.8402839  
0.6664349  0.01106875  
0.8587355  0.445611  
0.08905755  0.794119  
0.6702495  0.1636823  
0.6284444  0.7489431  
0.8767028  0.7586781  
0.679999  0.377432  
0.8628235  0.4526415  
0.7282001  0.5887866  
0.9186594  0.1305422  
0.01343821  0.8603167  
0.1796365  0.8964433  
0.9071437  0.7933859  
0.6198666  0.6981399  
0.4099029  0.2694441  
0.02591591  0.9976566  
0.979399  0.933233  
0.4306285  0.4847625  
0.4407719  0.2023031  
0.05791133  0.6706885  
0.6669078  0.3586912  
0.8432917  0.3470696  
0.5206311  0.5654269  
0.7703813  0.3922146  
0.8145494  0.6831062  
0.2913672  0.7676564  
0.5659317  0.2308133  
0.2483696  0.9039488  
0.4629405  0.6627002  
0.8602476  0.9338847  
0.3600317  0.02825997  
0.563482  0.8663509  
0.456288  0.4898573  
0.207318  0.5320636  
0.5133157  0.5362584  
0.5885095  0.6388178  
0.4461635  0.06112795  
0.8803437  0.4836248  
0.3814217  0.5337554  
0.5029213  0.7926723  
0.08416261  0.365029  
0.8047131  0.51924  
0.807183  0.4175627  
0.7887344  0.5904886  
0.5596877  0.1029071  
0.8267482  0.05246877  
0.409553  0.2310961  
0.2424148  0.04629397  
0.3322142  0.9284404  
0.04444968  0.9425855  
0.8974103  0.00382874  
0.1297182  0.5155908  
0.4026945  0.8596118  
0.914969  0.06386784  
0.7495486  0.4111148  
0.1537881  0.3871327  
0.8051242  0.6052724  
0.1463505  0.5843695  
0.1972622  0.6982196  
0.6370417  0.9775122  
0.7594423  0.8573061  
0.3019226  0.3001915  
0.6155696  0.7672344  
0.4568069  0.8580974  
0.9901983  0.8117146  
0.3742672  0.4605729  
0.6038776  0.02058164  
0.3333878  0.9799999  
0.4408262  0.7306759  
0.6690409  0.9615994  
0.1980041  0.9106164  
0.9742511  0.628668  
0.8801432  0.8504987  
0.4973202  0.7632759  
0.7293871  0.7677572  
0.4786058  0.8165235  
0.8602351  0.9377216  
0.3970869  0.1140161  
0.4310604  0.02536745  
0.6131443  0.3336106  
0.802912  0.7050798  
0.3136188  0.3250138  
0.6687268  0.3883326  
0.6977323  0.6043482  
0.8137308  0.2358604  
0.8752878  0.3175567  
0.6656063  0.4504368  
0.4145692  0.1439861  
0.09030827  0.9752889  
0.8754822  0.03820283  
0.05388677  0.818463  
0.7752205  0.03011934  
0.521869  0.09622308  
0.6326487  0.8799591  
0.63555  0.5572437  
0.7591544  0.764114  
0.4091037  0.7019524  
0.7114891  0.6368704  
0.2837398  0.3651016  
0.2887601  0.6301522  
0.7633527  0.03681897  
0.8402515  0.06801186  
0.8931783  0.126704  
0.4727993  0.5828926  
0.4745967  0.5644099  
0.1126586  0.5032652  
0.1147066  0.3304364  
0.4940438  0.8718617  
0.5062677  0.4497399  
0.910002  0.2987117  
0.5267954  0.7933506  
0.9997021  0.03457791  
0.8763998  0.568425  
0.04816775  0.554857  
0.5105138  0.7924306  
0.7711652  0.07124022  
0.04958481  0.6697651  
0.04646761  0.7498939  
0.7650533  0.2739097  
0.1793841  0.9764042  
0.4183917  0.5694241  
0.2100795  0.9614593  
0.4982342  0.378671  
0.1491635  0.6710257  
0.7414172  0.2019689  
0.5625202  0.9568853  
0.9537692  0.4069393  
0.1443987  0.8806286  
0.8023537  0.6271942  
0.9930213  0.5255978  
0.6560189  0.9406498  
0.5706005  0.6347123  
0.09470596  0.1073245  
0.2633857  0.1462227  
0.117644  0.3334412  
0.7583914  0.9711491  
0.1269542  0.03010992  
0.3506337  0.4714438  
0.9995718  0.9872202  
0.2489142  0.6618748  
0.08400277  0.880997  
0.8945759  0.9549137  
0.8370355  0.8285548  
0.2316387  0.7254219  
0.929142  0.06243016  
0.3263559  0.02825208  
0.362514  0.1281494  
0.9193098  0.5133422  
0.2552167  0.445709  
0.370702  0.8997295  
0.631612  0.556854  
0.81213  0.2020942  
0.4230066  0.3040864  
0.9873142  0.02837717  
0.01310749  0.9340786  
0.1977379  0.04652878  
0.8874658  0.8358895  
0.5230633  0.8811505  
0.1311411  0.9044057  
0.8794289  0.575504  
0.5249818  0.2042821  
0.2063974  0.8383846  
0.4315354  0.5677783  
0.4027008  0.231114  
0.5094011  0.57244  
0.756346  0.7944546  
0.1488297  0.540152  
0.1836977  0.7772292  
0.3630054  0.4684781  
0.2174765  0.744719  
0.9914026  0.3006324  
0.900522  0.1906895  
0.3429797  0.2726245  
0.3069919  0.9179064  
0.5892775  0.3770593  
0.07703752  0.3321687  
0.5436176  0.7816249  
0.6550673  0.3876158  
0.1130949  0.9941502  
0.3590141  0.7268553  
0.9072532  0.9585264  
0.4427961  0.704852  
0.6024987  0.04116168  
0.075134  0.8967904  
0.7003421  0.7156109  
0.1871814  0.1508104  
0.1069062  0.7141619  
0.02636322  0.8373316  
0.7444708  0.1818677  
0.9721481  0.09817207  
0.7288731  0.7801458  
0.5823914  0.2219723  
0.1546295  0.7804866  
0.1447918  0.8471298  
0.3968434  0.8020991  
0.9643329  0.5790443  
0.5286886  0.09071829  
0.784226  0.6408302  
0.8902846  0.5553142  
0.6375442  0.2022255  
0.904722  0.4343857  
0.9397096  0.1464283  
0.5737934  0.5796774  
0.1698274  0.02434884  
0.388178  0.377889  
0.5707512  0.6764273  
0.1791236  0.04326472  
0.3767845  0.2067808  
0.1281787  0.3410962  
0.4410113  0.8662596  
0.1840014  0.9802584  
0.7581236  0.4617059  
0.2230418  0.1301906  
0.02280576  0.5200187  
0.4001858  0.4271324  
0.5136138  0.5938283  
0.7017729  0.2840913  
0.8534211  0.7513884  
0.06213272  0.07141334  
0.7404784  0.1276254  
0.62966  0.1611711  
0.742779  0.7860697  
0.6278823  0.5998701  
0.9607156  0.2260461  
0.2778601  0.2790249  
0.7290698  0.9228356  
0.860208  0.1761267  
0.3069624  0.8671368  
0.07323414  0.9459267  
0.728613  0.1052264  
0.6281709  0.9489286  
0.5960285  0.4122316  
0.363005  0.9351804  
0.6492105  0.4447591  
0.3030646  0.06196987  
0.8302895  0.1724156  
0.2242675  0.2813231  
0.819503  0.7291158  
0.1678058  0.494808  
0.9484829  0.07683144  
0.7969719  0.8476904  
0.3320302  0.5838705  
0.9834001  0.3044025  
0.3547732  0.829457  
0.1727468  0.9318321  
0.6651343  0.2928235  
0.3599785  0.1105387  
0.6053216  0.03852645  
0.04032939  0.7344113  
0.9857763  0.3515303  
0.1773091  0.7705493  
0.8986279  0.9776807  
0.9937371  0.8932992  
0.3706765  0.2940573  
0.8195013  0.05514841  
0.8542434  0.9606097  
0.3102794  0.9566023  
0.7852904  0.2326705  
0.8872944  0.927309  
0.29844  0.8527972  
0.8642386  0.7879921  
0.458776  0.2868083  
0.03756389  0.5470378  
0.5681674  0.3531264  
0.9113565  0.8206986  
0.9643096  0.4151534  
0.8503254  0.8683319  
0.9737949  0.5065336  
0.4253443  0.126471  
0.9246052  0.8577325  
0.9486477  0.6272111  
0.6302632  0.2562992  
0.5544964  0.2178771  
0.35059  0.1700791  
0.2145343  0.4901032  
0.8650153  0.8851549  
0.8224677  0.7626722  
0.5451815  0.3314757  
0.7448659  0.7810254  
0.2179158  0.05033449  
0.5861673  0.749882  
0.1813347  0.9158092  
0.4871728  0.8481117  
0.0324744  0.2723052  
0.04202319  0.2897619  
0.7488971  0.3892441  
0.5437293  0.109029  
0.3711835  0.9044857  
0.9366542  0.03089679  
0.2299057  0.4403761  
0.4768904  0.4272345  
0.5399042  0.4688889  
0.1537841  0.4835348  
0.9037906  0.8779438  
0.461911  0.3273581  
0.7178313  0.9745852  
0.287078  0.8063651  
0.7475067  0.8581231  
0.104904  0.03893545  
0.8210632  0.2196603  
0.004031609  0.5484519  
0.8824535  0.1981908  
0.0777101  0.1613639  
0.1979816  0.9217582  
0.2461173  0.02036438  
0.9414807  0.2203054  
0.8623374  0.7165034  
0.8285091  0.4300009  
0.2890663  0.170681  
0.5061362  0.9520057  
0.4319724  0.6110786  
0.2029518  0.02595144  
0.4473149  0.3295341  
0.173833  0.9428503  
0.3155457  0.9761594  
0.2808198  0.748255  
0.06767752  0.5128014  
0.7190817  0.01328191  
0.7771805  0.9240966  
0.2472574  0.2278492  
0.8651845  0.674742  
0.3356201  0.1147859  
0.5804706  0.725971  
0.7781269  0.005108487  
0.5625612  0.9890256  
0.8374558  0.2373729  
0.3484372  0.7426223  
0.3886237  0.02621423  
0.4920911  0.5818326  
0.3188006  0.9826049  
0.5569723  0.8621388  
0.8917764  0.6596227  
0.8762246  0.3157938  
0.4790502  0.4298823  
0.507969  0.9988133  
0.03547913  0.3369114  
0.6758752  0.2904896  
0.8311541  0.265911  
0.8710667  0.1267656  
0.7456772  0.6543025  
0.3508403  0.5689443  
0.001864803  0.8833869  
0.008616864  0.67073  
0.5917686  0.1027294  
0.6756497  0.3758966  
0.7602417  0.5386203  
0.3892179  0.9878313  
0.9770161  0.1466712  
0.5769705  0.4072447  
0.4049443  0.7862977  
0.6488935  0.2652641  
0.9671595  0.3247156  
0.4760604  0.2394963  
0.6625882  0.03661955  
0.7215703  0.001161995  
0.2852224  0.461209  
0.1762027  0.09735283  
0.02707488  0.5758077  
0.02913465  0.7913513  
0.3740954  0.2311691  
0.1019184  0.4583359  
0.6871769  0.2433691  
0.8884678  0.5012544  
0.0141527  0.1995401  
0.9273918  0.2469786  
0.7586311  0.8012218  
0.6116425  0.2662997  
0.2597064  0.8118525  
0.7086161  0.5894515  
0.849556  0.287367  
0.5951216  0.2918157  
0.5220591  0.6294878  
0.9143731  0.2255825  
0.4067386  0.8780184  
0.1542854  0.3903612  
0.9026929  0.2922251  
0.2243386  0.3899973  
0.2558243  0.5839802  
0.8700092  0.5722809  
0.421964  0.1136314  
0.353679  0.939973  
0.09106403  0.04112539  
0.8065989  0.3522203  
0.6726693  0.8711819  
0.6487098  0.4902528  
0.1631967  0.1850235  
0.7512248  0.3482472  
0.9288859  0.1403723  
0.2796704  0.8326198  
0.8404269  0.7752347  
0.7111697  0.3902335  
0.5558567  0.1467959  
0.6381042  0.1326643  
0.8258985  0.9118518  
0.2795266  0.7848355  
0.8564385  0.01229192  
0.8264679  0.519093  
0.2058379  0.9942164  
0.1870331  0.154719  
0.1477581  0.04265687  
0.6639975  0.01216259  
0.163028  0.4116528  
0.5468388  0.2214068  
0.9711689  0.8237532  
0.3251032  0.09852387  
0.6340849  0.2842264  
0.3002122  0.8317947  
0.4746812  0.4160394  
0.8472295  0.2968747  
0.6932607  0.5008799  
0.5020469  0.3643619  
0.8207995  0.3135326  
0.2287151  0.5857935  
0.8795642  0.1253839  
0.5779846  0.6716037  
0.462548  0.504759  
0.9118039  0.4962979  
0.5392106  0.3811821  
0.1946938  0.6887658  
0.7723178  0.2733476  
0.8432095  0.2475321  
0.4609134  0.6128432  
0.9412522  0.5657588  
0.909019  0.1998789  
0.6039828  0.2055061  
0.1438274  0.07645171  
0.002258725  0.553592  
0.3842698  0.7356475  
0.4451414  0.8687572  
0.1602184  0.821803  
0.6322808  0.9825073  
0.9548045  0.7870984  
0.5639197  0.003749099  
0.4535725  0.4097493  
0.8228084  0.5210635  
0.4909627  0.5658513  
0.6526645  0.4347148  
0.2056902  0.9868603  
0.2818469  0.7823848  
0.7935124  0.8171412  
0.3522313  0.09800559  
0.7598607  0.01885332  
0.8856232  0.7772063  
0.5404297  0.03847514  
0.5580398  0.01819566  
0.7223826  0.8510476  
0.7669843  0.7660421  
0.3856984  0.1912519  
0.226879  0.2476481  
0.6190998  0.2071355  
0.1071168  0.9602276  
0.8760022  0.06777775  
0.5697944  0.4448384  
0.09885405  0.7232554  
0.7677285  0.4866135  
0.3135125  0.4178461  
0.4382459  0.4243316  
0.5704183  0.9801547  
0.4753682  0.2574673  
0.3564763  0.2426635  
0.2730696  0.8522328  
0.9020272  0.4800928  
0.2631795  0.9596734  
0.8305079  0.6554934  
0.5437862  0.7108872  
0.9193333  0.9811891  
0.0005574414  0.2454016  
0.3849156  0.9091496  
0.2587384  0.2750554  
0.5287472  0.4731129  
0.4062635  0.1316608  
0.03510377  0.6219175  
0.6356003  0.6599571  
0.7129655  0.07068805  
0.9104598  0.09079791  
0.8567991  0.7420826  
0.7562697  0.4306771  
0.5978751  0.02313012  
0.5707296  0.3705253  
0.4875614  0.6602892  
0.3080518  0.1384777  
0.8097614  0.5192067  
0.3923416  0.2600447  
0.9574524  0.9188958  
0.3232093  0.5824342  
0.7882254  0.7203741  
0.8730174  0.9987511  
0.532637  0.8624375  
0.2467962  0.409564  
0.5605768  0.3204758  
0.6194273  0.6626783  
0.5693448  0.3390316  
0.5445471  0.8787089  
0.472095  0.7862192  
0.8618775  0.648286  
0.7969803  0.6312079  
0.7335113  0.67743  
0.1744263  0.4785739  
0.8210293  0.6354262  
0.3648611  0.588215  
0.5237326  0.04182481  
0.188977  0.1682744  
0.8350959  0.3338994  
0.3449079  0.5877052  
0.6610876  0.7526327  
0.5074427  0.6338877  
0.05806527  0.8430723  
0.4320598  0.1714409  
0.08234054  0.4111353  
0.6157082  0.0145239  
0.3701779  0.8561546  
0.2901509  0.247285  
0.4472809  0.2601246  
0.8817954  0.9669111  
0.4076973  0.7564132  
0.9703912  0.1408763  
0.05200716  0.676956  
0.3917481  0.1271688  
0.3563664  0.5551342  
0.8704893  0.8910743  
0.01154986  0.9664131  
0.5298165  0.6249133  
0.8713123  0.7804914  
0.2355743  0.2644701  
0.5219115  0.221212  
0.1379414  0.20809  
0.7485835  0.8968428  
0.4934071  0.09414504  
0.8372461  0.2078803  
0.3579467  0.9278496  
0.5175091  0.6843874  
0.9832306  0.05624094  
0.4369299  0.5943455  
0.990691  0.3422416  
0.9064692  0.7953894  
0.4509936  0.1220222  
0.0347736  0.9249142  
0.835524  0.588645  
0.2624936  0.9662458  
0.37228  0.3548005  
0.8067872  0.5316289  
0.9760013  0.2736917  
0.9694376  0.5650336  
0.2895589  0.4229591  
0.9045065  0.3849702  
0.9997292  0.7311212  
0.3874276  0.7126065  
0.1085567  0.01492391  
0.2116339  0.03634556  
0.02675885  0.7218123  
0.7951536  0.05790896  
0.1202312  0.8468692  
0.3342016  0.5302602  
0.2117037  0.4556261  
0.9605649  0.04827792  
0.7812029  0.2512355  
0.7558883  0.788324  
0.2218659  0.8645776  
0.03010321  0.1058728  
0.8708566  0.8116312  
0.677283  0.8625126  
0.2042874  0.04628862  
0.4833604  0.3503616  
0.4836589  0.546022  
0.8042862  0.379365  
0.4123253  0.2475398  
0.8108188  0.6683702  
0.5669227  0.599006  
0.2369087  0.9879635  
0.8583998  0.2633204  
0.3444587  0.5484056  
0.05761104  0.1767802  
0.5092341  0.1906149  
0.2852951  0.3939582  
0.8066685  0.7526552  
0.4821828  0.9237039  
0.08968419  0.3529572  
0.3584932  0.2134778  
0.1686928  0.6027209  
0.5765246  0.8939915  
0.4840116  0.7819648  
0.6921368  0.4876489  
0.5843405  0.05393629  
0.9937756  0.25456  
0.01210522  0.8230517  
0.2291089  0.8469847  
0.01436018  0.111787  
0.9257241  0.5694548  
0.4490974  0.2567496  
0.8115925  0.9780547  
0.5900318  0.5884283  
0.5999413  0.09938911  
0.1028108  0.6856147  
0.2301682  0.3156649  
0.9525136  0.3585176  
0.1750169  0.6207814  
0.3857883  0.8748153  
0.4232349  0.1678278  
0.1415199  0.9940665  
0.6392906  0.8217851  
0.3463047  0.03647023  
0.9748437  0.05624382  
0.5944767  0.4829104  
0.4150448  0.3974733  
0.1116826  0.6508154  
0.06582359  0.7401289  
0.7457672  0.04423991  
0.5063032  0.8739395  
0.9299173  0.3487616  
0.9341155  0.4217  
0.279654  0.9952325  
0.9709197  0.9009785  
0.1328957  0.4036365  
0.678369  0.502481  
0.7930959  0.2540336  
0.1256067  0.3643647  
0.3009421  0.9098338  
0.635806  0.7232151  
0.050483  0.7639  
0.1223867  0.3403826  
0.3500695  0.8775798  
0.3029727  0.8164797  
0.5259656  0.5841873  
0.7692992  0.3960982  
0.3155699  0.2027883  
0.6393769  0.1168929  
0.3337442  0.08892602  
0.3083729  0.2702092  
0.8960475  0.6826647  
0.2219807  0.3026015  
0.1434138  0.7590592  
0.2006391  0.6118026  
0.09478959  0.2397403  
0.03433902  0.5395855  
0.3580391  0.6029888  
0.3299662  0.2361436  
0.6865017  0.9630998  
0.2804585  0.8727669  
0.3449931  0.390888  
0.3537568  0.674279  
0.6210447  0.932122  
0.8043392  0.486794  
0.9398403  0.4812744  
0.6587767  0.02776961  
0.5226742  0.4947635  
0.01516061  0.5237025  
0.4290419  0.1250581  
0.272561  0.5017875  
0.1728255  0.1884446  
0.918433  0.7489044  
0.2514902  0.5019527  
0.9202026  0.4281531  
0.9600387  0.6494661  
0.2135261  0.1703454  
0.4227353  0.3567941  
0.7644508  0.6235093  
0.6226653  0.2390842  
0.8674965  0.6662081  
0.1889478  0.2325835  
0.0266409  0.5106748  
0.9958282  0.7139712  
0.907983  0.09610413  
0.944831  0.7232144  
0.6354578  0.8540528  
0.6689633  0.4092777  
0.6934881  0.2114562  
0.5930116  0.2974176  
0.8195249  0.7036831  
0.2718636  0.2853881  
0.06290316  0.008888582  
0.9350093  0.9514056  
0.07743487  0.969438  
0.4077087  0.01303477  
0.2847585  0.08830803  
0.758617  0.2462847  
0.6435749  0.7888116  
0.1269807  0.7200441  
0.7034231  0.05265379  
0.6131767  0.3330947  
0.2845442  0.8408857  
0.8167303  0.5687142  
0.403987  0.6298557  
0.5636418  0.5735712  
0.1757504  0.9529419  
0.9235754  0.3787008  
0.8294118  0.9779291  
0.1235915  0.160548  
0.8185931  0.06380706  
0.9131519  0.2613498  
0.7322431  0.2096094  
0.8935875  0.3327871  
0.3592869  0.403449  
