c file generated by rmnkGenerator.R with seed  0 the 01/16/2024 20:06:46 
0.9767002  0.8873118  
0.5361124  0.284399  
0.3487558  0.8985264  
0.7036221  0.6346202  
0.8396498  0.880791  
0.1302931  0.2116579  
0.02238474  0.9114183  
0.4936302  0.7025627  
0.1295828  0.6514912  
0.2573658  0.835994  
0.2314106  0.6143809  
0.2388114  0.162136  
0.03106608  0.1588996  
0.547415  0.909042  
0.6089593  0.4663577  
0.8425908  0.6331089  
0.06570989  0.005108497  
0.7956119  0.8542724  
0.5985396  0.6395369  
0.3227056  0.3655554  
0.3430144  0.9122947  
0.5660959  0.6285279  
0.8190834  0.5810248  
0.6298396  0.7273538  
0.4110973  0.6977021  
0.6569514  0.4399613  
0.1256197  0.5302646  
0.6567851  0.6566489  
0.1881026  0.4764228  
0.8241232  0.9176243  
0.2064293  0.8432203  
0.7849975  0.9612013  
0.3627767  0.3945954  
0.4844434  0.3745552  
0.8174856  0.7207179  
0.6217774  0.9549631  
0.1304031  0.1893163  
0.5955875  0.8930193  
0.9516934  0.610376  
0.02877199  0.8686922  
0.9694462  0.2654151  
0.09539575  0.5626769  
0.3000622  0.3397239  
0.1960161  0.7064286  
0.1343076  0.4493681  
0.7833059  0.9659532  
0.4207627  0.5484543  
0.5464865  0.1925129  
0.01521109  0.231871  
0.3227563  0.7174793  
0.3850487  0.139113  
0.1338433  0.6452494  
0.4925365  0.2694451  
0.04718692  0.09692432  
0.5116578  0.7821989  
0.5285197  0.6129598  
0.2341247  0.9244547  
0.0880066  0.4326096  
0.1633179  0.009914121  
0.9667787  0.9441459  
0.5719231  0.9892712  
0.5159712  0.1939227  
0.4014278  0.01027726  
0.5424369  0.326479  
0.7095735  0.2592062  
0.1715698  0.003081945  
0.5222786  0.2823314  
0.7317433  0.3111383  
0.9526033  0.903174  
0.1226409  0.2082399  
0.9887992  0.9752575  
0.6092564  0.9738944  
0.4077696  0.5437576  
0.4387071  0.3018746  
0.5944792  0.6760328  
0.9219849  0.7935094  
0.577491  0.9902109  
0.3827555  0.728846  
0.1712784  0.3274284  
0.801544  0.8622845  
0.8368131  0.8045295  
0.2666195  0.3314338  
0.3027476  0.0864576  
0.1746804  0.7569043  
0.2931204  0.8761435  
0.3627121  0.4741582  
0.1867187  0.1671505  
0.3346182  0.1397344  
0.794353  0.7322355  
0.4621872  0.9026592  
0.8604694  0.3099409  
0.1992658  0.3722466  
0.2740694  0.6227089  
0.07809767  0.2808609  
0.7867454  0.7835191  
0.07196965  0.04348712  
0.5412238  0.2933865  
0.3466318  0.4847506  
0.5633563  0.09759084  
0.9735798  0.9921455  
0.9916747  0.9353097  
0.2377564  0.4202032  
0.2465821  0.9290974  
0.7518421  0.4600592  
0.7981542  0.4815828  
0.8860102  0.3667975  
0.4538364  0.1415493  
0.00412741  0.1170111  
0.6436589  0.1225636  
0.5948117  0.8273497  
0.2030001  0.4215183  
0.2585033  0.8888501  
0.04953584  0.602643  
0.8415714  0.269032  
0.5156073  0.7891545  
0.6406779  0.4064804  
0.02328025  0.5596559  
0.9351073  0.7078105  
0.2232763  0.7362475  
0.3385831  0.03177069  
0.1048371  0.5146905  
0.3154456  0.7393791  
0.07795004  0.4718237  
0.009114761  0.1868206  
0.1380417  0.2308152  
0.4591548  0.4603323  
0.3449089  0.6968329  
0.9003367  0.9050642  
0.4706671  0.1254743  
0.1682228  0.2613781  
0.5345076  0.09012817  
0.4160615  0.9723594  
0.1154962  0.356515  
0.6033392  0.2996717  
0.8910002  0.9923038  
0.008821877  0.5322532  
0.425982  0.09502644  
0.03911136  0.8233447  
0.06018694  0.09353544  
0.6664486  0.4569308  
0.1375743  0.004501764  
0.5833655  0.1749106  
0.1010136  0.3820338  
0.1114846  0.4694413  
0.8695561  0.8005045  
0.5022807  0.8850998  
0.9383203  0.9401581  
0.8030104  0.8275627  
0.1882603  0.8711785  
0.5469696  0.1040734  
0.8739437  0.2211441  
0.5761371  0.616013  
0.1710641  0.6638285  
0.1557021  0.05142319  
0.9557711  0.3343645  
0.04998985  0.5723908  
0.1550737  0.109541  
0.7054036  0.3154433  
0.1106945  0.6857925  
0.9649681  0.44678  
0.537471  0.2000852  
0.846644  0.8297086  
0.4047415  0.7742091  
0.6620328  0.4746369  
0.08220959  0.8390227  
0.7780958  0.910442  
0.687247  0.09776434  
0.2244481  0.3397266  
0.6292469  0.5161415  
0.5729904  0.5681979  
0.875347  0.9913772  
0.5928473  0.3685209  
0.4852851  0.9274921  
0.501089  0.46783  
0.9038067  0.9206019  
0.4337666  0.8787545  
0.7511863  0.6805374  
0.4633606  0.7248865  
0.08424961  0.4052393  
0.04256481  0.7404281  
0.8186488  0.5301182  
0.1398659  0.2273191  
0.913296  0.7918067  
0.257205  0.05129527  
0.01316284  0.5506268  
0.1582025  0.1536408  
0.6093029  0.4544824  
0.8320571  0.8344416  
0.08273746  0.08454682  
0.3162464  0.4055679  
0.5536744  0.4979879  
0.05484914  0.1144392  
0.7256756  0.1453913  
0.2410518  0.6380898  
0.8132749  0.8279726  
0.5525303  0.8525859  
0.09400442  0.1589984  
0.1773091  0.1379458  
0.05744093  0.5999553  
0.002189828  0.1873536  
0.4246368  0.03019772  
0.7324009  0.7882535  
0.3192172  0.4006893  
0.6277147  0.8428087  
0.3101538  0.9715252  
0.0953916  0.4866021  
0.4731213  0.2272943  
0.9130137  0.9776222  
0.417216  0.3419014  
0.3821444  0.7538627  
0.7832511  0.8926588  
0.5398965  0.3750252  
0.3241784  0.7631903  
0.2873266  0.05128423  
0.9775703  0.9378614  
0.2854144  0.2124791  
0.2458735  0.08128675  
0.4373078  0.1978675  
0.8331071  0.9836439  
0.2416524  0.007395795  
0.5088892  0.3471218  
0.06443273  0.2536937  
0.05832558  0.4002647  
0.6850403  0.3320307  
0.8515473  0.4201298  
0.9658665  0.8704541  
0.18  0.5856948  
0.5271734  0.7590281  
0.05554915  0.000483985  
0.5918318  0.5082451  
0.8223907  0.9766387  
0.5207653  0.8007501  
0.4399123  0.4951504  
0.2829515  0.6191262  
0.2003756  0.4237075  
0.4424629  0.837933  
0.7953696  0.4810039  
0.903076  0.9079055  
0.009683206  0.07949404  
0.4711202  0.5442672  
0.5776155  0.1065519  
0.3195071  0.4911016  
0.2116771  0.6133614  
0.6438738  0.04869356  
0.5285979  0.6726228  
0.1364681  0.4318875  
0.02763215  0.1976534  
0.7593676  0.8875393  
0.2417452  0.5940635  
0.6850524  0.2016306  
0.3661528  0.6039818  
0.2428568  0.08955911  
0.6315198  0.77459  
0.6624729  0.5634509  
0.07098966  0.1713993  
0.6150826  0.5782038  
0.5111186  0.3153486  
0.9475284  0.4334555  
0.5207115  0.31672  
0.4663627  0.7162204  
0.8117663  0.9315499  
0.9699568  0.9040109  
0.227122  0.1239887  
0.2312434  0.7022107  
0.0316494  0.2874836  
0.7223038  0.6004464  
0.8364395  0.3303802  
0.4602365  0.1822164  
0.6431668  0.0192256  
0.9896601  0.96867  
0.2228587  0.7671551  
0.8510822  0.303347  
0.1573157  0.3066967  
0.8637399  0.9415379  
0.9181964  0.7769384  
0.8547431  0.197615  
0.4820925  0.5828976  
0.6924087  0.842701  
0.2783577  0.5567869  
0.6671674  0.2438621  
0.08582064  0.02649236  
0.8630078  0.3893386  
0.9995193  0.9524772  
0.7331104  0.4771065  
0.07483208  0.2285963  
0.6000382  0.8916877  
0.5349019  0.8333401  
0.1478611  0.9547778  
0.4462225  0.6178672  
0.5439205  0.8268319  
0.7207467  0.07923436  
0.03371976  0.1575517  
0.6427822  0.739122  
0.7635709  0.3961535  
0.8874873  0.7583007  
0.08930625  0.2090074  
0.1618783  0.0428167  
0.01023584  0.2732677  
0.3724038  0.9568639  
0.4589634  0.9758318  
0.1131292  0.4618659  
0.3515874  0.5539231  
0.009065421  0.4415365  
0.5029111  0.9367569  
0.1997472  0.02117431  
0.4792446  0.6198661  
0.7156815  0.7536127  
0.3968336  0.5649351  
0.5296745  0.5906721  
0.3596916  0.2205028  
0.1698676  0.4141705  
0.6243673  0.429464  
0.4383762  0.5255897  
0.326872  0.4950449  
0.9826885  0.7441064  
0.2408751  0.5182869  
0.7930199  0.9881639  
0.240924  0.1076378  
0.9304801  0.5207719  
0.9234217  0.3145163  
0.01277821  0.4083533  
0.9643551  0.7998444  
0.375171  0.03018143  
0.4124191  0.05551079  
0.5474697  0.1318988  
0.0595507  0.3675633  
0.5005303  0.2631523  
0.1931083  0.4373749  
0.4699659  0.4654947  
0.2639954  0.4972563  
0.008154833  0.02750646  
0.2371723  0.4897091  
0.405118  0.3409347  
0.08155974  0.6550417  
0.09952673  0.1204955  
0.3650741  0.2197401  
0.9585638  0.8672522  
0.479869  0.3547203  
0.3137899  0.2852968  
0.3465901  0.5428115  
0.008885469  0.008021363  
0.06853082  0.2564699  
0.6976366  0.709917  
0.5700393  0.6254409  
0.46499  0.2360511  
0.4483235  0.5636319  
0.9626728  0.9828893  
0.081202  0.005431374  
0.7609468  0.7325802  
0.753304  0.647664  
0.7276187  0.6910773  
0.6686256  0.8792387  
0.3907472  0.5068169  
0.8971199  0.67845  
0.5448697  0.7538218  
0.6387396  0.907334  
0.05662543  0.2879559  
0.7084726  0.6151049  
0.9573722  0.6974844  
0.9066494  0.1288437  
0.06553387  0.3911799  
0.9580445  0.6389211  
0.04575795  0.05913179  
0.212919  0.08905686  
0.2605364  0.2346759  
0.5769882  0.2080939  
0.9443059  0.916208  
0.02632826  0.01735961  
0.2960031  0.701086  
0.3456458  0.5149338  
0.7112949  0.7517553  
0.6770962  0.529186  
0.01343698  0.2336107  
0.6772788  0.09198142  
0.2389011  0.5294011  
0.9290983  0.9307713  
0.6575745  0.8958463  
0.8975178  0.9453347  
0.6713338  0.8711168  
0.5180254  0.1625801  
0.9653353  0.495097  
0.7344029  0.9107487  
0.450107  0.6812369  
0.94698  0.7786692  
0.5639544  0.5315762  
0.8449544  0.9584415  
0.3383904  0.5680151  
0.7850597  0.1579954  
0.6143531  0.8506371  
0.7444585  0.4714951  
0.04800152  0.1213983  
0.5155041  0.08000365  
0.08487338  0.2702973  
0.6803707  0.5879088  
0.4245581  0.03655908  
0.339296  0.6166781  
0.866447  0.7422449  
0.03638776  0.0122113  
0.6733  0.2448454  
0.5045304  0.9250127  
0.2636795  0.1358029  
0.7784718  0.6625475  
0.8915864  0.502419  
0.4888536  0.3001357  
0.6824377  0.2467118  
0.6986342  0.4507583  
0.4001586  0.04148249  
0.4138514  0.9834108  
0.7352848  0.9453378  
0.922927  0.5085343  
0.7325708  0.6167542  
0.2533616  0.33639  
0.9289765  0.9997928  
0.9919967  0.5961659  
0.4496856  0.5234922  
0.2073431  0.2553902  
0.3287171  0.8896152  
0.4636865  0.2916025  
0.5741824  0.1888353  
0.5686946  0.5470358  
0.5598982  0.2629468  
0.8147713  0.4786876  
0.6386645  0.8257782  
0.2868397  0.2300331  
0.7859643  0.9349049  
0.6261817  0.6629139  
0.9715503  0.77549  
0.03035328  0.06739022  
0.8566176  0.8148065  
0.4678406  0.5142594  
0.3588599  0.6927776  
0.5390927  0.525013  
0.6673785  0.5774613  
0.07525734  0.09780772  
0.7216508  0.2545199  
0.4660712  0.5928581  
0.765741  0.7633517  
0.1502019  0.6648014  
0.6907486  0.3399186  
0.6087757  0.2597684  
0.7348601  0.4117247  
0.1494931  0.1154785  
0.175189  0.0266579  
0.2203085  0.298547  
0.03165058  0.1321812  
0.8563779  0.9362842  
0.6884782  0.9891612  
0.04596947  0.001226651  
0.2865422  0.7365083  
0.7946533  0.8608172  
0.2680832  0.01904657  
0.5629134  0.2892631  
0.2134217  0.613177  
0.7555731  0.4128939  
0.3558107  0.772276  
0.5029697  0.8187294  
0.9748848  0.9436494  
0.9062264  0.715873  
0.2301967  0.425499  
0.7883985  0.6876447  
0.81322  0.8425243  
0.9782705  0.3241392  
0.3983944  0.5328806  
0.04794657  0.02591924  
0.9437351  0.9795045  
0.678859  0.7331659  
0.9637509  0.9086004  
0.7698356  0.9493479  
0.9070688  0.2288884  
0.9384012  0.6158  
0.7356776  0.7380029  
0.8341149  0.6264755  
0.779048  0.7955667  
0.9732625  0.7835071  
0.1143274  0.1769345  
0.03445863  0.05105059  
0.4099956  0.2971826  
0.8233871  0.5098111  
0.2550837  0.4429473  
0.4923038  0.3148443  
0.6944641  0.4837434  
0.4351788  0.1337096  
0.5758809  0.1514471  
0.5464857  0.3680673  
0.1460224  0.2047572  
0.847727  0.9927936  
0.1698208  0.01472197  
0.4804566  0.9512233  
0.1038626  0.01961034  
0.1307299  0.1187777  
0.8884046  0.8047344  
0.6221272  0.4774555  
0.8435544  0.6036897  
0.6355476  0.7225309  
0.72749  0.505452  
0.2715813  0.4993671  
0.4993125  0.7220947  
0.1149094  0.02491294  
0.2148452  0.03247514  
0.3631809  0.04755711  
0.5591478  0.5875251  
0.543612  0.570294  
0.2624547  0.7422394  
0.1526448  0.59856  
0.8402529  0.8440717  
0.458855  0.4522482  
0.5964861  0.1194309  
0.7760002  0.7541035  
0.5849243  0.0003048661  
0.7781728  0.3222795  
0.2236414  0.8422631  
0.7685989  0.7599943  
0.1834097  0.04549593  
0.3134132  0.8966544  
0.3839436  0.9314781  
0.4411725  0.1802308  
0.8975016  0.9874814  
0.518084  0.6040529  
0.8718279  0.9767112  
0.3914877  0.3932921  
0.4363534  0.8271327  
0.3467199  0.1398034  
0.9451866  0.9240661  
0.753082  0.1355795  
0.6839522  0.9456307  
0.7696124  0.434845  
0.9131632  0.1062007  
0.9443159  0.8782107  
0.6549509  0.5831767  
0.03650574  0.3442717  
0.1027215  0.2759687  
0.1562785  0.598308  
0.9797888  0.9041791  
0.01172465  0.1455026  
0.3948261  0.5557165  
0.9999086  0.581414  
0.5038219  0.7668808  
0.6224171  0.9619771  
0.9846639  0.7979051  
0.912975  0.624518  
0.5558643  0.8208069  
0.2819013  0.01634911  
0.0271569  0.07394419  
0.1170406  0.2070136  
0.7800209  0.2378822  
0.3192837  0.5903263  
0.8305587  0.9042896  
0.619684  0.4793184  
0.3945221  0.1137053  
0.2890553  0.36311  
0.3091307  0.00205476  
0.5607897  0.9939777  
0.02648866  0.1506073  
0.9341653  0.5873761  
0.8586622  0.8444642  
0.7125302  0.9599241  
0.7852113  0.3251578  
0.2428293  0.2225252  
0.669598  0.9044732  
0.5236963  0.5957499  
0.2175573  0.3018237  
0.5690226  0.5591796  
0.8632189  0.6398901  
0.3216067  0.7393786  
0.5777995  0.8754025  
0.3990685  0.5461482  
0.5665158  0.8402813  
0.7886132  0.04222565  
0.4631548  0.07284289  
0.2269008  0.3744007  
0.8319996  0.9328149  
0.4375611  0.3458561  
0.1272646  0.6451746  
0.7720118  0.7354208  
0.4837432  0.3213223  
0.9436891  0.9979487  
0.6337393  0.7657043  
0.9872808  0.7968257  
0.6552682  0.7095926  
0.08108134  0.04712275  
0.6382698  0.9699247  
0.7829838  0.5890319  
0.08315957  0.3292767  
0.436689  0.8768108  
0.4372331  0.9710646  
0.3248146  0.1247976  
0.449349  0.01551393  
0.8428287  0.6404929  
0.2855815  0.2156488  
0.5575476  0.8893749  
0.6344399  0.9288001  
0.7296808  0.8130626  
0.871321  0.2176725  
0.1265186  0.111357  
0.7691123  0.4608348  
0.7805984  0.2986384  
0.2910678  0.1778691  
0.7081999  0.2003974  
0.4575997  0.03980199  
0.6088733  0.5315068  
0.01226512  0.1082381  
0.3352122  0.4505536  
0.6911569  0.6217311  
0.02263202  0.1520329  
0.1869504  0.2890336  
0.1675546  0.5948429  
0.8163172  0.8551607  
0.9102998  0.9892029  
0.6127162  0.324068  
0.0809225  0.2773567  
0.1548759  0.8653088  
0.3834417  0.4887319  
0.5901529  0.5760257  
0.4115165  0.2161471  
0.8764722  0.5169677  
0.01741315  0.3156077  
0.2534682  0.08890134  
0.2422053  0.1468004  
0.8523431  0.6387249  
0.654188  0.5201827  
0.6057495  0.05507744  
0.2032121  0.4186881  
0.9432336  0.8252365  
0.4017613  0.08141233  
0.7630614  0.8945812  
0.74213  0.9857427  
0.2164805  0.07640477  
0.947188  0.8981943  
0.4732352  0.3726035  
0.8756885  0.9364198  
0.5320537  0.3722119  
0.05120841  0.1386588  
0.3713266  0.08986266  
0.180461  0.4562927  
0.8470199  0.5218717  
0.3007851  0.6911585  
0.3458902  0.01676602  
0.9111711  0.67966  
0.4828035  0.6618586  
0.7508188  0.05685031  
0.740195  0.850599  
0.7928402  0.9653843  
0.3991071  0.2394577  
0.1017377  0.1863444  
0.0776478  0.04415097  
0.3546023  0.9305524  
0.7953301  0.06694785  
0.5650339  0.8740123  
0.9928651  0.8641938  
0.9923249  0.4112094  
0.256644  0.3806999  
0.1769633  0.02898815  
0.9827036  0.8399614  
0.8945602  0.9621532  
0.4105048  0.1435816  
0.9731884  0.7402344  
0.7409475  0.886331  
0.9014352  0.5491486  
0.2903751  0.3290667  
0.2006332  0.8527447  
0.4043642  0.3357125  
0.9366108  0.5382137  
0.7783959  0.1259734  
0.9381042  0.6694036  
0.8515683  0.1552364  
0.133432  0.1812386  
0.9561699  0.5729816  
0.8753876  0.2814172  
0.3436938  0.2250868  
0.2688772  0.2231629  
0.1476427  0.2612189  
0.3294953  0.6544817  
0.9501909  0.6831974  
0.8691463  0.5562449  
0.3725743  0.3280067  
0.8496127  0.6317206  
0.03114257  0.1496957  
0.7615488  0.6845254  
0.7687471  0.9554567  
0.8137776  0.8227803  
0.06497632  0.6712172  
0.0798649  0.6651267  
0.5426993  0.2727586  
0.1514021  0.1257043  
0.8367985  0.9082484  
0.2001929  0.006930283  
0.2999328  0.602337  
0.4235347  0.447736  
0.4936715  0.4513965  
0.2817651  0.6930892  
0.9573549  0.6324155  
0.3277983  0.365205  
0.978915  0.9222634  
0.6794541  0.8559279  
0.9033723  0.723712  
0.01309021  0.1858327  
0.4223267  0.1207709  
0.09723844  0.934819  
0.4522654  0.08390032  
0.05182031  0.4519906  
0.7888071  0.9556816  
0.01489458  0.07430414  
0.559453  0.06516304  
0.8609367  0.4710954  
0.6357098  0.2550124  
0.1279951  0.2925085  
0.9304949  0.9282899  
0.5629672  0.6331643  
0.01542566  0.1007226  
0.3226826  0.3745872  
0.8153396  0.9708769  
0.9326216  0.9775144  
0.61161  0.8157092  
0.2225582  0.7939822  
0.04919756  0.01166491  
0.9526637  0.8057325  
0.1534794  0.3832184  
0.8379034  0.4266151  
0.09903845  0.2013367  
0.7384692  0.6639311  
0.03116126  0.003721608  
0.9825152  0.9739128  
0.4562415  0.1243208  
0.6440183  0.7830082  
0.0311318  0.0588683  
0.5683134  0.5765637  
0.9469398  0.9828067  
0.8506928  0.8125735  
0.8459374  0.3852026  
0.5751159  0.149857  
0.4269984  0.4489571  
0.996499  0.9962697  
0.0918129  0.7209304  
0.4028683  0.2327569  
0.4823799  0.144328  
0.3412002  0.0537785  
0.75847  0.5001389  
0.4802104  0.6393281  
0.3140584  0.9952251  
0.1914777  0.950905  
0.1596147  0.107078  
0.484864  0.3011303  
0.677488  0.3861813  
0.9671953  0.9838027  
0.5515481  0.02345154  
0.4584141  0.378145  
0.7169838  0.7964668  
0.3625662  0.2244844  
0.7171349  0.08411797  
0.2554089  0.2762965  
0.08678202  0.03547268  
0.008652299  0.001335246  
0.3493828  0.5850491  
0.05056734  0.2568673  
0.1970399  0.8830169  
0.3869284  0.957393  
0.2061349  0.3158246  
0.2217291  0.7195181  
0.3609137  0.191202  
0.7418127  0.259987  
0.02817129  0.6619096  
0.566668  0.08424063  
0.8686435  0.6463623  
0.3441444  0.2413445  
0.6701562  0.8694247  
0.6883614  0.4635641  
0.5210153  0.1481077  
0.3606303  0.27023  
0.6260691  0.6036407  
0.5237657  0.08202573  
0.8171928  0.8759494  
0.2159194  0.6155989  
0.5810077  0.1207478  
0.2582721  0.5615492  
0.4362115  0.7038482  
0.7758977  0.3312905  
0.1206701  0.1678166  
0.8799924  0.9421554  
0.01242997  0.2037203  
0.5492148  0.2135248  
0.8920987  0.777369  
0.5717783  0.4113402  
0.09463048  0.3928757  
0.5059775  0.2405564  
0.430494  0.04166511  
0.7064177  0.8774198  
0.8842908  0.5556971  
0.5195176  0.2940339  
0.1966014  0.1579745  
0.2126883  0.1206064  
0.9547457  0.7573288  
0.6507001  0.8430087  
0.07746203  0.005364923  
0.7057417  0.3240688  
0.9637926  0.9961762  
0.08537744  0.334697  
0.01896391  0.167002  
0.03870428  0.01337984  
0.2363175  0.6268282  
0.2689709  0.2294239  
0.9662631  0.4266537  
0.08368427  0.1841332  
0.3735874  0.2464049  
0.7162981  0.8702223  
0.4125092  0.4389092  
0.5286655  0.155086  
0.6063532  0.3951473  
0.3806285  0.378557  
0.5229738  0.1797  
0.4197591  0.720945  
0.3471039  0.05080426  
0.6904362  0.6134845  
0.4843193  0.5240831  
0.7607682  0.2341706  
0.414861  0.3746832  
0.4915089  0.813711  
0.445578  0.1765414  
0.472646  0.1276676  
0.5798069  0.6200016  
0.8355974  0.2470491  
0.4854715  0.0732328  
0.2786621  0.1931122  
0.03382965  0.242123  
0.0827494  0.9479192  
0.6557031  0.7620465  
0.8204983  0.8562405  
0.6134237  0.9102156  
0.9794684  0.953957  
0.9454164  0.4230452  
0.0113618  0.007168133  
0.3960629  0.444395  
0.7046559  0.3283548  
0.553517  0.5630007  
0.5250658  0.3618708  
0.9367924  0.9917955  
0.6493168  0.8403417  
0.8913349  0.6425671  
0.08947143  0.1731718  
0.07181581  0.01351543  
0.9053262  0.5143297  
0.06559139  0.05292529  
0.03818716  0.02699108  
0.8911985  0.7281433  
0.8480658  0.6006398  
0.1772294  0.2683529  
0.1586472  0.4186204  
0.2874496  0.1887923  
0.8135537  0.9863924  
0.2399123  0.02668638  
0.4882938  0.4145464  
0.4366821  0.8862568  
0.6399077  0.3381415  
0.3295991  0.5296435  
0.4008725  0.4656364  
0.9720753  0.9576467  
0.2714856  0.293635  
0.2084406  0.3366461  
0.7272475  0.8933747  
0.7394638  0.232713  
0.886488  0.9699505  
0.8053296  0.4390562  
0.7087526  0.6675275  
0.9950647  0.8631913  
0.009698883  0.8685897  
0.8473859  0.909165  
0.1917531  0.426633  
0.4914763  0.4610204  
0.1325395  0.1940927  
0.24644  0.8915221  
0.708272  0.5716546  
0.1582122  0.05502182  
0.3198225  0.02915967  
0.8727916  0.5035792  
0.5846741  0.3006238  
0.05153524  0.02917679  
0.4216914  0.3495217  
0.6363537  0.648697  
0.1099411  0.2435128  
0.6941608  0.336316  
0.2377936  0.3359203  
0.9841646  0.6263628  
0.4763457  0.6653989  
0.8265344  0.5365455  
0.9994763  0.9806575  
0.8432843  0.8215217  
0.285975  0.5639347  
0.3701801  0.310987  
0.7027229  0.5831005  
0.3919444  0.3229165  
0.8626296  0.8348541  
0.7466939  0.7698561  
0.8196184  0.4048055  
0.7693754  0.4425553  
0.7696496  0.5304521  
0.293112  0.6734026  
0.7862809  0.4279968  
0.5055213  0.6481361  
0.0671374  0.05931026  
0.09392008  0.3512898  
0.5546702  0.1850879  
0.4937176  0.658204  
0.794982  0.6492131  
0.6226055  0.6150639  
0.5227071  0.9575995  
0.1764165  0.2273523  
0.1747819  0.7048324  
0.03808655  0.01851597  
0.7775676  0.8676793  
0.184863  0.37809  
0.2615449  0.3092364  
0.9878326  0.8403676  
0.6880444  0.7697274  
0.5195815  0.02547438  
0.3240968  0.8976078  
0.124407  0.1943983  
0.471016  0.6246841  
0.9542717  0.6881412  
0.6602565  0.9976193  
0.6259369  0.5955188  
0.9005439  0.5332079  
0.1739484  0.4307941  
0.2579191  0.2394543  
0.09739964  0.4440138  
0.9295385  0.7768742  
0.1206688  0.1242254  
0.4215692  0.1073538  
0.8637712  0.9310226  
0.672761  0.655784  
0.3914325  0.005701519  
0.5504595  0.6160834  
0.8129303  0.05401798  
0.9235143  0.5118716  
0.1367628  0.1674333  
0.6214814  0.9872687  
0.7629321  0.374606  
0.8995273  0.9745961  
0.3078535  0.4378751  
0.701763  0.3485719  
0.6973695  0.05699736  
0.8724025  0.1981185  
0.3206348  0.5487073  
0.6682187  0.1705515  
0.9913257  0.0985383  
0.6346453  0.7413661  
0.005020104  0.1028761  
0.02216099  0.12268  
0.3071347  0.9386875  
0.1703589  0.03383538  
0.6109442  0.9365968  
0.4364192  0.6157241  
0.3004667  0.6277972  
0.295673  0.008180475  
0.428159  0.1575897  
0.8588677  0.6330954  
0.7146693  0.9161211  
0.01784622  0.4573398  
0.9163293  0.5721199  
0.8866548  0.7645154  
0.02711964  0.1472302  
0.3587352  0.3753981  
0.5320655  0.5493111  
0.5726111  0.2339215  
0.2355977  0.3136511  
0.8029027  0.4671965  
0.6221151  0.5526153  
0.9467516  0.9911987  
0.5037914  0.1295013  
0.4582697  0.6254456  
0.04892853  0.5061296  
0.2231252  0.2158653  
0.2950905  0.5251224  
0.8560354  0.5574385  
0.8926315  0.9011324  
0.147871  0.6474864  
0.1855522  0.3050507  
0.3902725  0.7700248  
0.8859909  0.8415289  
0.7476616  0.7610452  
0.5943744  0.3845508  
0.09540816  0.0625026  
0.7709058  0.02813568  
0.3535206  0.9780296  
0.6954438  0.9028773  
0.01268409  0.5335657  
0.8214271  0.2704402  
0.2593405  0.3051389  
0.9877704  0.9053155  
0.6248594  0.5306222  
0.1582808  0.102024  
0.4036476  0.8640195  
0.2073428  0.4869977  
0.71402  0.1139379  
0.4114634  0.7785871  
0.8056619  0.8789883  
0.1701242  0.2271382  
0.950997  0.9973908  
0.8423599  0.7343464  
0.03635627  0.0845139  
0.3576278  0.007326686  
0.535425  0.4346042  
0.3656049  0.4538608  
0.380861  0.8384898  
0.4088314  0.9144284  
0.124045  0.03170255  
0.8462814  0.8422758  
0.6695947  0.1301113  
0.7339114  0.1650527  
0.9762383  0.9953509  
0.983919  0.5528976  
0.2101865  0.645997  
0.5991376  0.405118  
0.4397484  0.1542464  
0.1800828  0.6186585  
0.8179282  0.9279699  
0.7604646  0.6328689  
0.4073318  0.9338725  
0.1634212  0.5999433  
0.7949407  0.8910591  
0.6997594  0.8578863  
0.5880262  0.5609537  
0.5626701  0.2664854  
0.1611476  0.3154343  
0.1940168  0.1071873  
0.07798283  0.1677451  
0.2099746  0.3913957  
0.8616712  0.4021133  
0.1940997  0.4796908  
0.5226314  0.8822827  
0.423054  0.7568383  
0.09329603  0.5281708  
0.1900712  0.8539055  
0.5151124  0.6640923  
0.192519  0.3438591  
0.9669665  0.9070045  
0.7576831  0.9058495  
0.3240601  0.4867155  
0.5793866  0.725174  
0.930833  0.8759754  
0.6647082  0.3142372  
0.7829896  0.1934272  
0.07006044  0.02811264  
0.5074023  0.4833449  
0.1365219  0.8851575  
0.1332076  0.1783438  
0.3756465  0.6273548  
0.1000671  0.3893917  
0.9086897  0.4417728  
0.3628344  0.6404065  
0.7210029  0.1824872  
0.8975982  0.2778049  
0.1032267  0.3368949  
0.3344044  0.4125229  
0.7454927  0.4585697  
0.322337  0.2140003  
0.8341568  0.4162385  
0.132813  0.4293917  
0.1583461  0.8528155  
0.9711745  0.1841899  
0.3270261  0.03164423  
0.9147179  0.3732956  
0.8676321  0.7727441  
0.5115741  0.3319453  
0.3299307  0.1643969  
0.3649342  0.2759643  
0.8308133  0.4953772  
0.2052283  0.4289405  
0.001825379  0.09972005  
0.9883675  0.7463444  
0.8161373  0.9920144  
0.01828212  0.03266503  
0.06732973  0.1860053  
0.4073653  0.1638484  
0.8170876  0.6963621  
0.4642588  0.8687006  
0.1254345  0.04317979  
0.4095256  0.296733  
0.719124  0.8818281  
0.7362662  0.3722602  
0.5651699  0.6634413  
0.5982812  0.5314731  
0.837832  0.9757969  
0.6861976  0.1512341  
0.988809  0.8987106  
0.06801955  0.3961641  
0.1937784  0.03367924  
0.562182  0.09914438  
0.349977  0.1485715  
0.6097482  0.1485332  
0.3419451  0.4900535  
